The Frozen Frogs,2017-01-01,b'The Frozen Frogs is a modern frozen beverage company created to fill a void in the alcohol industry.',1,10,,(843) 642-8120,,https://froseallday.com,United States,South Carolina,29403,"b'460 King Street,'",Suite 200,https://froseallday.com,https://twitter.com/Chanmefrose,https://www.linkedin.com/company/the-frozen-frogs/,,,,,,,Food and Beverage,Wine And Spirits,Craft Beer,,,,,
Laut Design,2007-01-01,"b'Laut Design infuse design strategy with the way products and brand identities are imagined, manufactured, and marketed.'",11,50,info@lautdesign.com,+1 919 410 8711,,https://lautdesign.com,United States,North Carolina,27607,b'3801 Beryl Road',,https://lautdesign.com,https://www.facebook.com/lautdesign,https://twitter.com/lautdesign,https://www.linkedin.com/company/laut-design/,,,,,,,,,,,,,
Centers of Psychiatric Excellence,2017-01-01,"b'Centers of Psychiatric Excellence is a network of treatment clinics that services the most difficult to treat cases of depression, anxiety.'",1,10,,(212) 633-0003,,https://www.copepsychiatry.com,United States,North Carolina,27703,b'130 Finsbury Street',,https://www.copepsychiatry.com,https://www.facebook.com/COPEPsychiatry/,https://twitter.com/CopeCenters,https://www.linkedin.com/company/cope-centers-of-psychiatric-excellence/?originalSubdomain=in,,,,,,Rehabilitation,Health Care,Medical,,,,,
Mafic,2012-01-01,b'Mafic is the production of advanced materials for the composite industry.',,,,(704) 406-9755,,https://www.mafic.com,United States,North Carolina,28150,b'119 Metrolina Dr',,https://www.mafic.com,https://www.facebook.com/MaficBasalt,https://twitter.com/maficsa,https://www.linkedin.com/company/mafic-sa,,,,,,Plastics and Rubber Manufacturing,Textiles,Manufacturing,Industrial,,,,
Composite Resources,1992-01-01,"b'Composite Resources is a value-add supplier for the design, prototype and manufacturer of advanced composite solutions.'",,,infonow@composite-resources.com,(803) 366-9700,,http://composite-resources.com,United States,South Carolina,29730,b'485 Lakeshore Parkway',,http://composite-resources.com,https://www.facebook.com/pg/CompositeResourcesManufacturing,https://www.linkedin.com/company/composite-resources-inc,,,,,,,Industrial Engineering,Advanced Materials,Manufacturing,,,,,
Penn Compression Moulding,,b'Penn Compression is an industry leader in thermoset composites molding.',,,PennNC@PennCompression.com,919.934.5144,,https://penncompression.com,United States,North Carolina,27577,"b'309 Components Drive,'",,https://penncompression.com,https://www.facebook.com/pg/penncompression,https://www.linkedin.com/company/penn-compression-moulding,,,,,,,Plastics and Rubber Manufacturing,Industrial,,,,,,
Polymershapes,,"b'Polymershapes is the premier distributor of plastic sheet, rod, tube, film and associated products.'",501,1000,info@polymershapes.com,1 (866) 437-7427,,https://www.polymershapes.com,United States,North Carolina,28216,b'10130 Perimeter Pkwy',#500,https://www.polymershapes.com,https://www.facebook.com/PolymershapesLLC,https://twitter.com/Polymershapes,https://www.linkedin.com/company/polymershapes,,,,,,Plastics and Rubber Manufacturing,Customer Service,,,,,,
Quartix,2017-01-01,b'Cloud-based Solutions for Supply Chain Management',,,info@goquartix.com,+1-704-303-4323,,https://goquartix.com/,United States,North Carolina,28202,,,https://goquartix.com/,https://www.linkedin.com/company/quartixfn/,,,Noam,Mani,,,https://api.crunchbase.com/v3.1/people/noam-mani,FinTech,Supply Chain Management,Financial Services,,,,,
Greenville Office Supply - Printing Business,,b'Greenville Office Supply - Printing provides professional printing solutions and managed print services.',,,,,,,United States,South Carolina,,,,,,,,,,,,,Printing,,,,,,,
TruColor,1980-01-01,b'TruColor is a commercial printing company.',,,sales@trucoloronline.com,+(864) 241-0644,,https://www.trucoloronline.com/,United States,South Carolina,29607,b'2107 Laurens Road',,https://www.trucoloronline.com/,https://www.linkedin.com/company/trucolor-marketing-printing-mailing-services/,,,,,,,,Marketing,Printing,,,,,,
"Crescense, LLC",2011-01-01,b'Crescense is an authorized SAP channel partner providing end-to-end enterprise solutions for growing companies.',1,10,info@crescenseinc.com,919-484-4600,['Crescense'],https://www.crescenseinc.com/,United States,North Carolina,27713,b'2655 Meridian Parkway',,https://www.crescenseinc.com/,https://www.facebook.com/Crescense-742552295901032/,https://www.linkedin.com/company/crescense/,,,,,,,,,,,,,,
Integrity Research Associates,2003-01-01,"b'Integrity Research Associates, LLC is an advisory firm.'",,,info@integrity-research.com,212-845-9088,,http://www.integrity-research.com,United States,North Carolina,28031,b'19701 Bethel Church Road',Suite 103-117,http://www.integrity-research.com,https://twitter.com/integrityra,https://www.linkedin.com/company/integrity-research-associates/,,,,,,,Financial Services,,,,,,,
Astral Buoyancy,2002-01-01,"b""Astral Buoyancy is designs and manufactures extras, T-shirts, men's and women's jackets, youth jackets, and canine products.""",,,,(828) 255-2638,,https://www.astraldesigns.com/,United States,North Carolina,28804-3240,b'895 Broadway Street',,https://www.astraldesigns.com/,,,,,,,,,Textiles,Manufacturing,,,,,,
10 Federal,2010-01-01,b'10 Federal is a Raleigh startup that is acquiring and building self-storage sites that are fully automated.',,,contact@10federal.com,(800) 462-5860,,http://10federal.com/,United States,North Carolina,,b'5400 Glenwood Ave.',Suite G-11,http://10federal.com/,,,,,,,,,Finance,,,,,,,
Neuroene Therapeutics,,b'Neuroene Therapeutics is a startup biotechnology company.',,,neuroenetherapeutics@gmail.com,,,https://www.neuroenetherapeutics.com/,United States,South Carolina,,"b'Mount Pleasant, 2946,'",,https://www.neuroenetherapeutics.com/,,,,,,,,,Therapeutics,Biotechnology,,,,,,
Encompass Solutions,2001-01-01,"b'A professional services practice skilled in consulting, project management, and software for the North American manufacturing industry.'",51,100,sbalogh@encompass-inc.com,336-617-4556,"['Encompass Solutions, Inc.']",https://www.encompass-inc.com,United States,North Carolina,27405,b'L31',L31,https://www.encompass-inc.com,https://www.facebook.com/EncompassERP/,https://twitter.com/ESI_ERP,https://www.linkedin.com/company/encompass-solutions/,Sonia,Haslam,,,https://api.crunchbase.com/v3.1/people/sonia-haslam,Enterprise Resource Planning (ERP),Software,Project Management,Professional Services,SaaS,Consulting,Information Technology,
MVP Group International,2005-01-01,"b'MVP Group International, Inc. designs and manufactures various private label and branded candles.'",,,customerservice@mvpgroupint.com,(843) 216-8380,,http://www.mvpgroupint.com/,United States,South Carolina,,,,http://www.mvpgroupint.com/,,,,,,,,,Consumer Goods,,,,,,,
LivingLab,2018-01-01,b'LivingLab is a shared living community offering per-room leases in furnished property.',1,10,founders@mylivinglab.com,,,https://www.mylivinglab.com/,United States,North Carolina,27701,"b'110 Corcoran St, 5th Floor'","Durham, NC",https://www.mylivinglab.com/,https://www.facebook.com/mylivinglab/,https://twitter.com/LivingLabTeam,https://www.linkedin.com/company/mylivinglab/,Mitchel,Gorecki,,"Graduated from Duke in 2013 with majors in biomedical engineering, mechanical engineering, economics and a concentration in finance. Experiences range from fabricating medical devices and implementing high frequency control algorithms to designing machine learning processes on big datasets and raising venture capital. Was an early member of MaxPoint, a startup that became a publicly traded company, operating in the RTB advertising space. Later returned to Duke to get an MBA in 2018 and cofounded LivingLab.",https://api.crunchbase.com/v3.1/people/mitchel-gorecki,Residential,Rental,Real Estate,,,,,
Geospatial Research Ltd.,,b'Geospatial Research Ltd. engages in digital mapping and survey.',,,,+44 19 1334 4294,,,United States,North Carolina,DH1 3LE,b'Department of Earth Sciences',,,,,,,,,,,Mapping Services,,,,,,,
Parsons Containers,,b'Parsons Containers are an established independent supplier of shipping containers',,,,,,https://www.parsonscontainers.co.uk/,United States,North Carolina,TS21 2BW,"b'The Manor House, West End, Sedgefield, Co.'",,https://www.parsonscontainers.co.uk/,,,,,,,,,Shipping,Supply Chain Management,,,,,,
Carver Industries,,"b'Carver Industries is a well-established manufacturer of premium-quality, custom-fit and semi-custom fit protective covers.'",,,,,,https://www.carvercovers.com,United States,South Carolina,29356,,,https://www.carvercovers.com,https://www.facebook.com/CarverCovers,https://www.linkedin.com/company/carver-industries-inc/,,,,,,,Marine Transportation,Manufacturing,,,,,,
Best Impressions Caterers,,"b'Best Impressions Caterers is committed to providing fresh and innovative cuisine, beautiful presentations and impeccable service.'",,,,,,https://www.bestimpressionscaterers.com,United States,North Carolina,28203,"b'2600 Youngblood Street,'",,https://www.bestimpressionscaterers.com,,,,,,,,,,,,,,,,
Equis Financial,2015-01-01,b'Equis Financial operates as a capital equipment lessor and asset management organization.',251,500,contactus@equisfinancial.com,1-828-299-9600,['Equis'],https://www.equisfinancial.com/,United States,North Carolina,28805,b'83 South Tunnel Road',Suite A-9,https://www.equisfinancial.com/,https://www.facebook.com/equisfinancial,https://twitter.com/equisfi,https://www.linkedin.com/company/equis-financial/,Barry,Clarkson,,President and CEO at Equis Financial,https://api.crunchbase.com/v3.1/people/barry-clarkson-4569,Asset Management,Lending,Financial Exchanges,Finance,Financial Services,,,
BOLTgroup,1985-01-01,"b'BOLTgroup operates as a design firm that specializes in creating brands, products, and experiences.'",11,50,info@boltgroup.com,1.888.438.2658,,https://boltgroup.com/,United States,North Carolina,,,,https://boltgroup.com/,https://www.facebook.com/BOLTGROUP,https://twitter.com/boltgroup,https://www.linkedin.com/company/boltgroup/,,,,,,Marketing,Content Marketing,Industrial Design,Content,Professional Services,,,
Pureport,2018-01-01,"b'Pureport makes cloud connectivity fast, simple, and scalable with innovative hybrid cloud software.'",11,50,info@pureport.com,(919) 261-6600,,https://www.pureport.com/,United States,North Carolina,27609,b'305 Church at North Hills',Suite 1130,https://www.pureport.com/,https://www.facebook.com/pureportinc/,https://twitter.com/pureportinc,https://www.linkedin.com/company/pureport/,,,,,,Cloud Computing,Software,Information Technology,,,,,
Underwater Basket Weaving,1993-01-01,"b'Underwater Basket Weaving provides basket making supplies, tutorials and videos on how to be the best basket weaver you can be.'",1,10,,919-907-0455,,https://www.underwaterbasketweaving.org,United States,North Carolina,27713,"b'5015 Southpark Dr, STE 220'",,https://www.underwaterbasketweaving.org,https://www.facebook.com/basketweavingunderwater/,https://twitter.com/underwaterbask,https://www.linkedin.com/company/underwater-basket-weaving/,,,,,,Consumer Goods,,,,,,,
XSport Global,,b'XSport Global is a youth sports technology and media company.',,,,(980) 270-0040,['TeleHealthcare'],http://xsportglobal.com/,United States,North Carolina,28203,b'1800 Camden Road',,http://xsportglobal.com/,https://www.linkedin.com/company/xsport-global/,,,,,,,,Fantasy Sports,Sports,,,,,,
"Fisher, P.A. A CPA Firm",1989-01-01,b'Business Advisors & Outsourced Accounting Solutions',1,10,info@fisheraccountants.com,7043327800,,http://www.fisheraccountants.com,United States,North Carolina,28203,,,http://www.fisheraccountants.com,https://www.facebook.com/fisherbusinesstrustandtax,https://www.linkedin.com/company/fisherpa-certified-public-accounting-firm/,,Emily A.,"Fisher, CPA",,,https://api.crunchbase.com/v3.1/people/emily-a-fisher-cpa,Accounting,,,,,,,
SPI Software Solutions,2000-01-01,b'SPI Software Solutions was started as a custom software development company .',,,general@spisoftwaresolutions.net,336.333.2889,,http://www.spisoftwaresolutions.net/,United States,North Carolina,27406,b'1451 South Elm Eugene St.',,http://www.spisoftwaresolutions.net/,https://www.linkedin.com/company/spi-software-solutions-inc./?originalSubdomain=in,,,,,,,,Software,,,,,,,
Bellwright Manufacturing,,b'Bellwright Manufacturing comprises computer numerical control machined components manufacturing operations.',,,,,,,United States,South Carolina,,,,,,,,,,,,,Machinery Manufacturing,,,,,,,
Gather GVL,,b'Gather GVL provides different and that has variety and that has diversity.',,,,(864) 527-2384,,https://www.gathergreenville.com/,United States,South Carolina,29605,b'109 LOWOOD LANE',,https://www.gathergreenville.com/,https://www.facebook.com/pg/gathergvl,https://twitter.com/gathergvl,,,,,,,Service Industry,Commercial,,,,,,
Next Century Spirits,2018-01-01,"b'A Raleigh, N.C.-based company that combines traditional distilling techniques and finishing technologies to create enhanced spirits.'",,,,919-324-1932,,https://nextcenturyspirits.com/,United States,North Carolina,,,,https://nextcenturyspirits.com/,,,,,,,,,Financial Services,,,,,,,
Daring Systems,2016-01-01,"b'Daring Systems helps organizations improve their operations, productivity, and impact with analytics.'",1,10,,1.910.634.0595,,https://daringsystems.com/,United States,North Carolina,27502,b'1936 Napoli Dr.',,https://daringsystems.com/,https://twitter.com/daringsystems,https://www.linkedin.com/company/daring-systems/,,,,,,,Management Consulting,,,,,,,
Vigilint,2006-01-01,b'Vigilint collaborates with corporate and individual clients to manage medical risk and implement medical contingency solutions.',,,info@vigilint.com,1 (919) 914-0900,,http://www.vigilint.com/,United States,North Carolina,27560,b'900 Perimeter Park Dr',Suite G,http://www.vigilint.com/,https://twitter.com/VIGILINT_,https://www.linkedin.com/company/vigilint/,,,,,,,Health Care,,,,,,,
SRD Smartsky Investments,2018-01-01,b'SRD Smartsky Investments is currently operating in Stealth mode.',,,,(704) 319-8333,,,United States,North Carolina,28203,b'106 Foster Avenue',,,,,,,,,,,Information Technology,,,,,,,
Agilis Rabbu Partners LLC,,b'Agilis Rabbu Partners LLC is currently operating in Stealth mode.',,,,(704) 233-3553,,,United States,North Carolina,28079,b'1013 Greenwich Park Drive',,,,,,,,,,,,,,,,,,
uncommn,,b'Uncommon is an online customization business for Apple hardware accessories.',11,50,,+(877) 827-2427,,https://getuncommn.com/,United States,South Carolina,29601,b'103 East North Street',Suite 203,https://getuncommn.com/,https://www.facebook.com/GetUncommn/,https://twitter.com/GetUncommn,https://in.linkedin.com/company/uncommon,,,,,,Consumer Electronics,,,,,,,
NexNow,2011-01-01,"b'NexNow extends the power of ConnectWise through consulting, tools and solutions.'",1,10,hello@nexnow.net,+1 843-779-9850,,https://www.nexnow.net/,United States,South Carolina,29402,b'PO Box 818 #82952',,https://www.nexnow.net/,https://www.facebook.com/NexNow,https://twitter.com/nexnownet,https://www.linkedin.com/company/nexnow/,,,,,,Information Technology,,,,,,,
QuickPacket,2003-06-15,"b'Dedicated servers, cloud, co-location, and related services'",1,10,sales@quickpacket.com,888-400-3484,,https://www.quickpacket.com,United States,North Carolina,28117,b'172 Williamson Rd',#3662,https://www.quickpacket.com,https://facebook.com/quickpacket,https://twitter.com/quickpacket,https://www.linkedin.com/company/quickpacket-llc/,Jeff,Kehe,,,https://api.crunchbase.com/v3.1/people/jeff-kehe,Cloud Storage,Cloud Infrastructure,Cloud Computing,Cloud Management,IaaS,Cloud Data Services,,
Katalyst,2006-01-01,b'Katalyst is an information technology consulting firm with offices in North & South Carolina.',,,info@katalystng.com,(828) 267-6450,,https://www.katalystng.com,United States,North Carolina,28280,b'101 S. Tryon Street',,https://www.katalystng.com,https://twitter.com/Katalyst_Krew,https://www.linkedin.com/company/katalyst-network-group,,Christopher,Christy,,,https://api.crunchbase.com/v3.1/people/christopher-christy,Consulting,Information Technology,,,,,,
IQ Brands,1999-01-01,b'IQ Brands is a leading designer and distributor of fashion casual and athletic socks.',,,,,,https://www.iqbrands.net/,United States,North Carolina,27006,b'129 NC Highway 801 S',,https://www.iqbrands.net/,,,,,,,,,,,,,,,,
Paxym,2007-01-01,"b'Paxym is a Software Services Provider,   specializing in High Performance Multicore Software for Network and Security applications.'",101,250,info@paxym.com.,+1 (408) 982-6210,,http://www.paxym.com,United States,South Carolina,75094,"b'111 Westminster Ave, Murphy,'",,http://www.paxym.com,https://www.linkedin.com/company/paxym-inc.,,,,,,,,Software,Information Services,Information Technology,,,,,
Mary Black Health System,,b'Mary Black Health System is a health care delivery system company.',,,,(864) 573-3000,,https://www.maryblackhealthsystem.com,United States,South Carolina,29307,b'1700 Skylyn Dr.',,https://www.maryblackhealthsystem.com,https://in.linkedin.com/company/mary-black-health-system,,,,,,,,Hospital,Health Care,,,,,,
Brain Neurotherapy Bio,2018-01-01,b'Brain Neurotherapy Bio is a biotechnology company.',,,,(510) 387-4765,,,United States,North Carolina,27709,"b'20 TW Alexander Drive, Suite 110'",Research Triangle Park,,,,,,,,,,Life Science,Biotechnology,,,,,,
Tego Data Systems,2008-01-01,b'Tego is an organization to help you more effectively manage and protect your data.',11,50,info@tegodata.com,919-792-1741,,http://www.tegodata.com,United States,North Carolina,27628,b'PO Box 6488',,http://www.tegodata.com,https://twitter.com/tegodata,https://www.linkedin.com/company/tego-data-systems,,,,,,,Information Technology,,,,,,,
Swampfox Aerial,,b'Swampfox Aerial is a proivder of business services.',,,,,,,United States,South Carolina,29464,b'38 KRIER LANE',,,,,,,,,,,Business Development,,,,,,,
Technology Solutions,1995-01-01,"b'Technology Solutions of SC, Inc. provides a broad range of information technology services to Upstate customers.'",,,info@techsolsc.com,864.882.9194,,http://techsolsc.com,United States,South Carolina,29678,b'301 Bypass 123',,http://techsolsc.com,https://www.facebook.com/pg/Technology-Solutions-of-SC-490124064369041,https://www.linkedin.com/company/technology-solutions-of-sc-inc-/,,Richard,Ellison,,"Richard Ellison is CEO and founder of Technology Solutions. Richard has managed the company since its inception in 1995. Prior to his current role, Richard spent 20 years at Duke Energy corporation within IT as technician, consultant, project and department manager. He holds a bachelor's degree in Management from Southern Wesleyan University as well as an Associate's Degree in Nuclear Engineering. Outside of work, he enjoys woodworking, rebuilding performance cars and flying.",https://api.crunchbase.com/v3.1/people/richard-ellison,Software,,,,,,,
Core Appalachia,,"b'Core Appalachia is a privately held, independent producer and processor of natural gas in the Devonian region.'",,,,(304) 353-5000,,https://www.coreoperating.com/,United States,South Carolina,25301,b'414 Summers Street',,https://www.coreoperating.com/,,,,,,,,,,,,,,,,
Arosa,2012-01-01,b'Arosa strives to create value by taking an operational approach to investing in the healthcare services industry.',,,ari@arosallc.com,,,https://arosallc.com/,United States,North Carolina,27705,b'110 Swift Avenue',,https://arosallc.com/,,,,,,,,,Home Health Care,Health Care,,,,,,
Cerulium,2007-01-01,b'Cerulium Corporation is a provider of information technology products and services.',1,10,info@cerulium.com,1.803.719.6782,,http://cerulium.com,United States,South Carolina,29063,b'221 Bronlow Drive',,http://cerulium.com,https://www.facebook.com/Cerulium-Corporation-238351109539071,https://twitter.com/ceruliumcorp,https://www.linkedin.com/company/cerulium-corporation,,,,,,Warehousing,Consulting,Information Technology,,,,,
Carolina Controls Depot,2005-01-01,b'Carolina Controls Depot is distributes HVAC controls in the Carolinas and Virginia.',,,,(919) 577-2229,,http://www.ccdhvac.com/,United States,North Carolina,27526,b'220 Jarco Drive',,http://www.ccdhvac.com/,,,,,,,,,Machinery Manufacturing,Industrial Engineering,Industrial,,,,,
E-Closing,2004-01-01,b'E-Closing is the title industry\xe2\x80\x99s premiere cloud based title production system.',11,50,Sales@E-Closing.com,+(603) 485-7951,['iMarc'],http://www.e-closing.com/,United States,North Carolina,03275,b'15 Glass Street',,http://www.e-closing.com/,https://www.linkedin.com/company/e-closing/,,,,,,,,Real Estate,,,,,,,
QMS Capital Management,,b'QMS Capital Management LP is an alternative investment management firm.',11,50,info@qmscapital.com,919.493.3211,,https://www.qmscapital.com/,United States,North Carolina,27707,"b'240 Leigh Farm Road, Suite 450'",,https://www.qmscapital.com/,https://www.linkedin.com/company/qms-capital-management-lp/,,,,,,,,Management Consulting,,,,,,,
Dragonfly Capital Partners,,b'Dragonfly Capital is an investment banking firm',,,info@dragonflycapitalpartners.com,,,http://www.dragonflycapital.com/,United States,North Carolina,28203,"b'1310 South Tryon Street  Suite 109,'",,http://www.dragonflycapital.com/,https://www.linkedin.com/company/dragonfly-capital-partners-llc/?originalSubdomain=in,,,,,,,,Banking,Finance,,,,,,
Action Industrial Group,2009-01-01,"b'Action Industrial Group is distributes fasteners, hose products, gaskets, and industrial and construction supplies.'",,,,(803) 324-2658,,http://www.actionindgroup.com/,United States,South Carolina,29730,b'1623 Cedar Line Drive',,http://www.actionindgroup.com/,,,,,,,,,Construction,Industrial,,,,,,
"Thomas E. Cooke, D.D.S., P.A.",1993-01-01,"b'Family & emergency dental services for patients in Raleigh, NC. Their dental blog is known to have easy-to-consume information.'",11,50,info@thomasecookedds.com,(919) 872-1700,,https://www.thomasecookedds.com/,United States,North Carolina,27616,b'4905 Green Road #111',,https://www.thomasecookedds.com/,https://www.facebook.com/thomasecookedds/,https://twitter.com/emergencdentist,https://www.linkedin.com/company/thomas-e-cooke-d-d-s-,,,,,,,,,,,,,
Catering On Demand,,"b'Catering, Food'",,,,877-528-6868,,https://www.cateringondemand.com,United States,North Carolina,27560,b'10970 Chapel Hill Rd Suite 122',,https://www.cateringondemand.com,https://www.facebook.com/pages/Catering-On-Demand/134430766605890,,,,,,,,Catering,,,,,,,
Bepoz,1975-01-01,b'BEPOZ is a powerful and cost-effective Point of Sale (POS) Software.',,,info@bepoz.com,(855) 313-0857,,https://bepoz.com,United States,South Carolina,29715,b'111 Clebourne St.',Ste 220,https://bepoz.com,https://www.facebook.com/bepozusa,https://twitter.com/BepozUSA,https://www.linkedin.com/company/bepoz,,,,,,Point of Sale,Software,Information Technology,,,,,
Aleris,2016-01-01,b'Aleris is a stealth manufacturing company.',,,,704 905 6509,,,United States,South Carolina,29720,b'119 Grace Avenue',Unit B,,,,,,,,,,Manufacturing,,,,,,,
AgFirst Farm Credit Bank,1916-01-01,"b'AgFirst Farm Credit Bank is a cooperative providing funding, technology and other services.'",251,500,,1.800.845.1745,,https://www.agfirst.com,United States,South Carolina,29201,b'1901 Main Street',,https://www.agfirst.com,https://www.linkedin.com/company/agfirst-farm-credit-bank/,,,,,,,,Banking,,,,,,,
Riverbend Malt House,2017-01-01,"b'Riverbend Malt House provide the area\xe2\x80\x99s craft brewers with locally-farmed, artisan malts that bring depth and character to their passion.'",,,,(855) 962-6258,,http://www.riverbendmalt.com/,United States,North Carolina,28806,b'99 Pond Road',,http://www.riverbendmalt.com/,https://www.facebook.com/riverbendmalt/,,,,,,,,Food and Beverage,,,,,,,
